"prefix","number","gridid","Shape_Length","Shape_Area","OBJECTID","Join_ID","sum_Shape_Area","sum_Area_SQUAREKILOMETERS","Polygon_Count","231","243","312","324","412","512","111","112","121","142","311","313","321","322","332","333","122","211","242","421","423","522","131","411","331","521","133","511","334","124","141","222","132","123","NA","total"
"C",0,"C00",40000,1e+08,1,1,11060302.3890579,11.0595213483118,6,11.0603023890579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0603023890579
"C",0,"C00",40000,1e+08,2,1,2264108.66726284,2.26394596886407,4,0,2.26410866726284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26410866726284
"C",0,"C00",40000,1e+08,3,1,11251739.1448135,11.2509448812819,19,0,0,11.2517391448135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2517391448135
"C",0,"C00",40000,1e+08,4,1,16612957.7593329,16.6117804714072,13,0,0,0,16.6129577593329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6129577593329
"C",0,"C00",40000,1e+08,5,1,58544963.9286929,58.5408168091616,4,0,0,0,0,58.5449639286929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.5449639286929
"C",0,"C00",40000,1e+08,6,1,265928.11083993,0.265909118652869,1,0,0,0,0,0,0.26592811083993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26592811083993
"D",0,"D00",40000,1e+08,7,2,46789.5577973591,0.046772420966951,1,0,0,0,0,0,0,0.046789557797359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046789557797359
"D",0,"D00",40000,1e+08,8,2,6116708.65609549,6.11453198566808,3,0,0,0,0,0,0,0,6.11670865609549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.11670865609549
"D",0,"D00",40000,1e+08,9,2,415521.024708745,0.415374498110369,1,0,0,0,0,0,0,0,0,0.415521024708745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415521024708745
"D",0,"D00",40000,1e+08,10,2,1089741.59551856,1.08935167662177,1,0,0,0,0,0,0,0,0,0,1.08974159551855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08974159551855
"D",0,"D00",40000,1e+08,11,2,87678715.7101161,87.6488993196254,1,87.6787157101161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.6787157101161
"D",0,"D00",40000,1e+08,12,2,261248.108057118,0.26116521608952,1,0,0,0,0,0,0,0,0,0,0,0.261248108057118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261248108057118
"D",0,"D00",40000,1e+08,13,2,201.229408390943,0.000201157863334,1,0,0,0,0,0,0,0,0,0,0,0,0.000201229408391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201229408391
"D",0,"D00",40000,1e+08,14,2,2374129.74743987,2.37336706385957,1,0,0,0,0,0,0,0,0,0,0,0,0,2.37412974743987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37412974743987
"D",0,"D00",40000,1e+08,15,2,2016944.37085837,2.01627835260941,3,0,0,0,0,2.01694437085837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.01694437085837
"G",0,"G00",40000,1e+08,16,3,335980.900722138,0.335887944258341,1,0.335980900722138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335980900722138
"G",0,"G00",40000,1e+08,17,3,15281060.2189428,15.2767967930199,4,0,15.2810602189428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2810602189428
"G",0,"G00",40000,1e+08,18,3,437414.43676682,0.43727837338191,1,0,0,0,0,0,0,0,0,0,0,0.43741443676682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43741443676682
"G",0,"G00",40000,1e+08,19,3,8061685.13857049,8.05929692546922,9,0,0,8.06168513857049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.06168513857049
"G",0,"G00",40000,1e+08,20,3,1987078.92326949,1.98653299564281,1,0,0,0,0,0,0,0,0,0,0,0,1.98707892326949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98707892326949
"G",0,"G00",40000,1e+08,21,3,8126133.78446632,8.1236307131096,2,0,0,0,0,0,0,0,0,0,0,0,0,8.12613378446632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.12613378446632
"G",0,"G00",40000,1e+08,22,3,3806769.3474849,3.80571588578724,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8067693474849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8067693474849
"G",0,"G00",40000,1e+08,23,3,12517766.6195461,12.5140921918146,11,0,0,0,12.5177666195461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5177666195461
"G",0,"G00",40000,1e+08,24,3,2317580.8729983,2.31687704933528,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31758087299829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31758087299829
"G",0,"G00",40000,1e+08,25,3,934407.973526906,0.934132178325105,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934407973526906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.934407973526906
"G",0,"G00",40000,1e+08,26,3,46000061.645357,45.9865958720317,6,0,0,0,0,46.000061645357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.000061645357
"G",0,"G00",40000,1e+08,27,3,194060.138348695,0.194004437612096,1,0,0,0,0,0,0.194060138348695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194060138348695
"H",0,"H00",40000,1e+08,28,4,1811092.60445761,1.81096231402521,2,1.81109260445761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.81109260445761
"H",0,"H00",40000,1e+08,29,4,79594097.3019809,79.5884656146447,1,0,79.5940973019809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.5940973019809
"H",0,"H00",40000,1e+08,30,4,398626.669753151,0.398597876404261,1,0,0,0,0,0,0,0,0,0,0,0.398626669753151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.398626669753151
"H",0,"H00",40000,1e+08,31,4,8481184.6580719,8.48058361057706,20,0,0,8.4811846580719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4811846580719
"H",0,"H00",40000,1e+08,32,4,1172761.90427348,1.17267888007548,2,0,0,0,0,0,0,0,0,0,0,0,1.17276190427348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17276190427348
"H",0,"H00",40000,1e+08,33,4,3347749.60257249,3.34751208109383,7,0,0,0,3.34774960257249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34774960257249
"H",0,"H00",40000,1e+08,34,4,572444.363714125,0.572403424625813,1,0,0,0,0,0.572444363714125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.572444363714125
"H",0,"H00",40000,1e+08,35,4,4622042.8951763,4.62171478832087,11,0,0,0,0,0,4.6220428951763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6220428951763
"J",0,"J00",40000,1e+08,36,5,1245973.22999219,1.24554787137097,1,0,0,0,0,0,0,1.24597322999219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24597322999219
