prefix,number,gridid,X_centroid,Y_centroid,y,x,Field,Field1,Shape_Length,Shape_Area
D,1810,D1810,-6,55,54.928001000000002,-6.151286000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1811,D1811,-6,55,54.936979999999998,-6.150874000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1812,D1812,-6,55,54.945959000000002,-6.150462000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1813,D1813,-6,55,54.954937999999999,-6.150050000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1814,D1814,-6,55,54.963918000000000,-6.149637000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1815,D1815,-6,55,54.972897000000003,-6.149224000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1815,J1815,-6,54,54.074921000000003,-6.189407000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1816,D1816,-6,55,54.981875000000002,-6.148811000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1816,J1816,-6,54,54.083902000000002,-6.189016000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1817,D1817,-6,55,54.990853999999999,-6.148397000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1817,J1817,-6,54,54.092882000000003,-6.188625000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1818,D1818,-6,55,54.999833000000002,-6.147984000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1818,J1818,-6,54,54.101863000000002,-6.188234000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1819,D1819,-6,55,55.008811999999999,-6.147570000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1819,J1819,-6,54,54.110843000000003,-6.187842000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1820,D1820,-6,55,55.017791000000003,-6.147156000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1820,J1820,-6,54,54.119822999999997,-6.187450000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1821,D1821,-6,55,55.026769999999999,-6.146742000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1821,J1821,-6,54,54.128804000000002,-6.187058000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1822,D1822,-6,55,55.035749000000003,-6.146327000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1822,J1822,-6,54,54.137784000000003,-6.186666000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1823,D1823,-6,55,55.044727999999999,-6.145912000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1823,J1823,-6,54,54.146765000000002,-6.186273000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1824,D1824,-6,55,55.053707000000003,-6.145497000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1824,J1824,-6,54,54.155745000000003,-6.185880000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1825,D1825,-6,55,55.062685999999999,-6.145082000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1825,J1825,-6,54,54.164724999999997,-6.185488000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1826,D1826,-6,55,55.071663999999998,-6.144667000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1826,J1826,-6,54,54.173706000000003,-6.185094000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1827,D1827,-6,55,55.080643000000002,-6.144251000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1827,J1827,-6,54,54.182685999999997,-6.184701000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1828,D1828,-6,55,55.089621999999999,-6.143835000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1828,H1828,-8,54,54.205016000000001,-7.716461000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1828,J1828,-6,54,54.191667000000002,-6.184307000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1829,D1829,-6,55,55.098601000000002,-6.143419000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1829,H1829,-8,54,54.214001000000003,-7.716399000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1829,J1829,-6,54,54.200646999999996,-6.183914000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1830,D1830,-6,55,55.107579999999999,-6.143002000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1830,H1830,-8,54,54.222985999999999,-7.716338000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1830,J1830,-6,54,54.209626999999998,-6.183520000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1831,D1831,-6,55,55.116557999999998,-6.142586000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1831,H1831,-8,54,54.231969999999997,-7.716276000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1831,J1831,-6,54,54.218606999999999,-6.183125000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1832,D1832,-6,55,55.125537000000001,-6.142169000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1832,H1832,-8,54,54.240955000000000,-7.716214000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1832,J1832,-6,54,54.227587999999997,-6.182731000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1833,D1833,-6,55,55.134515999999998,-6.141752000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1833,H1833,-8,54,54.249940000000002,-7.716153000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1833,J1833,-6,54,54.236567999999998,-6.182336000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1834,D1834,-6,55,55.143493999999997,-6.141335000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1834,H1834,-8,54,54.258924000000000,-7.716091000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1834,J1834,-6,54,54.245547999999999,-6.181941000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1835,D1835,-6,55,55.152473000000001,-6.140917000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1835,H1835,-8,54,54.267909000000003,-7.716029000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1835,J1835,-6,54,54.254528000000001,-6.181546000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1836,D1836,-6,55,55.161451999999997,-6.140499000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1836,H1836,-8,54,54.276893000000001,-7.715967000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1836,J1836,-6,54,54.263508999999999,-6.181151000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1837,D1837,-6,55,55.170430000000003,-6.140081000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1837,H1837,-8,54,54.285877999999997,-7.715906000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1837,J1837,-6,54,54.272489000000000,-6.180755000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1838,D1838,-6,55,55.179409000000000,-6.139663000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1838,H1838,-8,54,54.294862999999999,-7.715844000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1838,J1838,-6,54,54.281469000000001,-6.180360000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1839,D1839,-6,55,55.188388000000003,-6.139245000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1839,H1839,-8,54,54.303846999999998,-7.715782000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1839,J1839,-6,54,54.290449000000002,-6.179964000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1840,D1840,-6,55,55.197366000000002,-6.138826000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1840,H1840,-8,54,54.312832000000000,-7.715720000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1840,J1840,-6,54,54.299429000000003,-6.179568000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1841,D1841,-6,55,55.206344999999999,-6.138407000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1841,H1841,-8,54,54.321815999999998,-7.715658000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1841,J1841,-6,54,54.308408999999997,-6.179171000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1842,D1842,-6,55,55.215324000000003,-6.137988000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1842,H1842,-8,54,54.330801000000001,-7.715596000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1842,J1842,-6,54,54.317390000000003,-6.178775000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1843,D1843,-6,55,55.224302000000002,-6.137568000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1843,H1843,-8,54,54.339784999999999,-7.715534000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1843,J1843,-6,54,54.326369999999997,-6.178378000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1844,H1844,-8,54,54.348770000000002,-7.715472000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1844,J1844,-6,54,54.335349999999998,-6.177981000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1845,H1845,-8,54,54.357754000000000,-7.715410000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1845,J1845,-6,54,54.344329999999999,-6.177583000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1846,H1846,-8,54,54.366739000000003,-7.715348000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1846,J1846,-6,54,54.353310000000000,-6.177186000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1847,H1847,-8,54,54.375723000000001,-7.715286000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1847,J1847,-6,54,54.362290000000002,-6.176788000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1848,H1848,-8,54,54.384708000000003,-7.715223000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1848,J1848,-6,54,54.371270000000003,-6.176390000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1849,H1849,-8,54,54.393692000000001,-7.715161000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1849,J1849,-6,54,54.380249999999997,-6.175992000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1850,H1850,-8,54,54.402676000000000,-7.715099000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1850,J1850,-6,54,54.389229999999998,-6.175594000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1851,H1851,-8,54,54.411661000000002,-7.715037000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1851,J1851,-6,54,54.398209999999999,-6.175195000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1852,H1852,-8,54,54.420645000000000,-7.714974000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1852,J1852,-6,54,54.407190000000000,-6.174796000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1853,J1853,-6,54,54.416170000000001,-6.174397000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1854,H1854,-8,54,54.438614000000001,-7.714850000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1854,J1854,-6,54,54.425150000000002,-6.173998000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1855,H1855,-8,54,54.447597999999999,-7.714787000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1855,J1855,-6,54,54.434130000000003,-6.173599000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1856,H1856,-8,54,54.456583000000002,-7.714725000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1856,J1856,-6,54,54.443109999999997,-6.173199000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1857,H1857,-8,54,54.465567000000000,-7.714662000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1857,J1857,-6,54,54.452089000000001,-6.172799000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1858,H1858,-8,54,54.474550999999998,-7.714600000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1858,J1858,-6,54,54.461069000000002,-6.172399000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1859,H1859,-8,54,54.483536000000001,-7.714537000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1859,J1859,-6,54,54.470049000000003,-6.171999000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1860,H1860,-8,54,54.492519999999999,-7.714475000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1860,J1860,-6,54,54.479028999999997,-6.171598000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1861,H1861,-8,55,54.501503999999997,-7.714412000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1861,J1861,-6,54,54.488008999999998,-6.171197000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1862,H1862,-8,55,54.510488000000002,-7.714349000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1862,J1862,-6,54,54.496988999999999,-6.170796000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1863,H1863,-8,55,54.519472999999998,-7.714287000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1863,J1863,-6,55,54.505968000000003,-6.170395000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1864,H1864,-8,55,54.528457000000003,-7.714224000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1864,J1864,-6,55,54.514947999999997,-6.169994000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1865,H1865,-8,55,54.537441000000001,-7.714161000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1865,J1865,-6,55,54.523927999999998,-6.169592000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1866,H1866,-8,55,54.546424999999999,-7.714098000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1866,J1866,-6,55,54.532907999999999,-6.169190000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1867,H1867,-8,55,54.555410000000002,-7.714036000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1867,J1867,-6,55,54.541887000000003,-6.168788000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1868,H1868,-8,55,54.564394000000000,-7.713973000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1868,J1868,-6,55,54.550866999999997,-6.168386000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1869,H1869,-8,55,54.573377999999998,-7.713910000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1869,J1869,-6,55,54.559846999999998,-6.167983000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1870,H1870,-8,55,54.582362000000003,-7.713847000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1870,J1870,-6,55,54.568826999999999,-6.167581000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1871,H1871,-8,55,54.591346000000001,-7.713784000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1871,J1871,-6,55,54.577806000000002,-6.167178000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1872,H1872,-8,55,54.600330000000000,-7.713721000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1872,J1872,-6,55,54.586785999999996,-6.166774000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1873,H1873,-8,55,54.609313999999998,-7.713658000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1873,J1873,-6,55,54.595765999999998,-6.166371000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1874,J1874,-6,55,54.604745000000001,-6.165967000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1875,H1875,-8,55,54.627282999999998,-7.713532000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1875,J1875,-6,55,54.613725000000002,-6.165563000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1876,H1876,-8,55,54.636266999999997,-7.713468000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1876,J1876,-6,55,54.622703999999999,-6.165159000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1877,H1877,-8,55,54.645251000000002,-7.713405000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1877,J1877,-6,55,54.631684000000000,-6.164755000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1878,H1878,-8,55,54.654235000000000,-7.713342000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1878,J1878,-6,55,54.640664000000001,-6.164350000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1879,H1879,-8,55,54.663218999999998,-7.713279000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1879,J1879,-6,55,54.649642999999998,-6.163946000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1880,H1880,-8,55,54.672203000000003,-7.713216000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1880,J1880,-6,55,54.658622999999999,-6.163541000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1881,H1881,-8,55,54.681187000000001,-7.713152000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1881,J1881,-6,55,54.667602000000002,-6.163135000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1882,H1882,-8,55,54.690170999999999,-7.713089000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1882,J1882,-6,55,54.676582000000003,-6.162730000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1883,H1883,-8,55,54.699154999999998,-7.713025000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1883,J1883,-6,55,54.685561000000000,-6.162324000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1884,H1884,-8,55,54.708139000000003,-7.712962000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1884,J1884,-6,55,54.694541000000001,-6.161918000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1885,H1885,-8,55,54.717123000000001,-7.712899000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1885,J1885,-6,55,54.703519999999997,-6.161512000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1886,H1886,-8,55,54.726106999999999,-7.712835000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1886,J1886,-6,55,54.712499000000001,-6.161106000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1887,J1887,-6,55,54.721479000000002,-6.160699000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1888,J1888,-6,55,54.730457999999999,-6.160293000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1889,J1889,-6,55,54.739438000000000,-6.159886000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1890,J1890,-6,55,54.748417000000003,-6.159478000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1891,J1891,-6,55,54.757396000000000,-6.159071000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1892,J1892,-6,55,54.766376000000001,-6.158663000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1893,J1893,-6,55,54.775354999999998,-6.158255000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1894,J1894,-6,55,54.784334000000001,-6.157847000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1895,J1895,-6,55,54.793314000000002,-6.157439000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1896,J1896,-6,55,54.802292999999999,-6.157030000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1897,J1897,-6,55,54.811272000000002,-6.156621000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1898,J1898,-6,55,54.820252000000004,-6.156212000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1899,J1899,-6,55,54.829231000000000,-6.155803000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1900,D1900,-6,55,54.837972999999998,-6.139836000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1901,D1901,-6,55,54.846952000000002,-6.139423000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1902,D1902,-6,55,54.855930999999998,-6.139010000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1903,D1903,-6,55,54.864910000000002,-6.138596000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1904,D1904,-6,55,54.873888999999998,-6.138182000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1905,D1905,-6,55,54.882868000000002,-6.137768000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1906,D1906,-6,55,54.891846999999999,-6.137354000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1907,D1907,-6,55,54.900826000000002,-6.136939000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1908,D1908,-6,55,54.909804999999999,-6.136525000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1909,D1909,-6,55,54.918784000000002,-6.136110000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1910,D1910,-6,55,54.927762999999999,-6.135694000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1911,D1911,-6,55,54.936742000000002,-6.135279000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1912,D1912,-6,55,54.945720999999999,-6.134863000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1913,D1913,-6,55,54.954700000000003,-6.134447000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1914,D1914,-6,55,54.963678999999999,-6.134031000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1914,J1914,-6,54,54.065710000000003,-6.174531000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1915,D1915,-6,55,54.972658000000003,-6.133615000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1915,J1915,-6,54,54.074689999999997,-6.174137000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1916,D1916,-6,55,54.981636999999999,-6.133198000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1916,J1916,-6,54,54.083671000000002,-6.173742000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1917,D1917,-6,55,54.990616000000003,-6.132781000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1917,J1917,-6,54,54.092650999999996,-6.173348000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1918,D1918,-6,55,54.999594999999999,-6.132364000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1918,J1918,-6,54,54.101630999999998,-6.172953000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1919,D1919,-6,55,55.008572999999998,-6.131947000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1919,J1919,-6,54,54.110612000000003,-6.172558000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1920,D1920,-6,55,55.017552000000002,-6.131529000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1920,J1920,-6,54,54.119591999999997,-6.172163000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1921,D1921,-6,55,55.026530999999999,-6.131111000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1921,J1921,-6,54,54.128573000000003,-6.171767000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1922,D1922,-6,55,55.035510000000002,-6.130693000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1922,J1922,-6,54,54.137552999999997,-6.171372000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1923,D1923,-6,55,55.044488999999999,-6.130275000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1923,J1923,-6,54,54.146532999999998,-6.170976000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1924,D1924,-6,55,55.053466999999998,-6.129857000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1924,J1924,-6,54,54.155513999999997,-6.170580000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1925,D1925,-6,55,55.062446000000001,-6.129438000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1925,J1925,-6,54,54.164493999999998,-6.170184000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1926,D1926,-6,55,55.071424999999998,-6.129019000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1926,J1926,-6,54,54.173473999999999,-6.169787000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1927,D1927,-6,55,55.080404000000001,-6.128600000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1927,J1927,-6,54,54.182454000000000,-6.169391000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1928,D1928,-6,55,55.089382000000001,-6.128180000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1928,H1928,-8,54,54.204979000000002,-7.701134000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1928,J1928,-6,54,54.191434999999998,-6.168994000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1929,D1929,-6,55,55.098360999999997,-6.127761000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1929,H1929,-8,54,54.213963999999997,-7.701070000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1929,J1929,-6,54,54.200415000000000,-6.168597000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1930,D1930,-6,55,55.107340000000001,-6.127341000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1930,H1930,-8,54,54.222948000000002,-7.701005000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1930,J1930,-6,54,54.209395000000001,-6.168199000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1931,D1931,-6,55,55.116318000000000,-6.126921000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1931,H1931,-8,54,54.231932999999998,-7.700940000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1931,J1931,-6,54,54.218375000000002,-6.167802000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1932,D1932,-6,55,55.125297000000003,-6.126500000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1932,H1932,-8,54,54.240918000000001,-7.700875000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1932,J1932,-6,54,54.227356000000000,-6.167404000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1933,D1933,-6,55,55.134276000000000,-6.126080000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1933,H1933,-8,54,54.249901999999999,-7.700810000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1933,J1933,-6,54,54.236336000000001,-6.167006000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1934,D1934,-6,55,55.143253999999999,-6.125659000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1934,H1934,-8,54,54.258887000000001,-7.700745000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1934,J1934,-6,54,54.245316000000003,-6.166608000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1935,D1935,-6,55,55.152233000000003,-6.125238000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1935,H1935,-8,54,54.267871999999997,-7.700680000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1935,J1935,-6,54,54.254295999999997,-6.166209000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1936,D1936,-6,55,55.161211999999999,-6.124817000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1936,H1936,-8,54,54.276856000000002,-7.700615000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1936,J1936,-6,54,54.263275999999998,-6.165811000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1937,D1937,-6,55,55.170189999999998,-6.124395000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1937,H1937,-8,54,54.285840999999998,-7.700549000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1937,J1937,-6,54,54.272255999999999,-6.165412000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1938,D1938,-6,55,55.179169000000002,-6.123973000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1938,H1938,-8,54,54.294825000000003,-7.700484000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1938,J1938,-6,54,54.281236000000000,-6.165013000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1939,D1939,-6,55,55.188147000000001,-6.123551000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1939,H1939,-8,54,54.303809999999999,-7.700419000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1939,J1939,-6,54,54.290216000000001,-6.164613000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1940,D1940,-6,55,55.197125999999997,-6.123129000000000,0,0,4000.000000000000000,1000000.000000000000000
H,1940,H1940,-8,54,54.312795000000001,-7.700354000000000,0,0,4000.000000000000000,1000000.000000000000000
J,1940,J1940,-6,54,54.299196999999999,-6.164214000000000,0,0,4000.000000000000000,1000000.000000000000000
D,1941,D1941,-6,55,55.206104000000003,-6.122707000000000,0,0,4000.000000000000000,1000000.000000000000000
