prefix,number,gridid,y,x,Shape_Length,Shape_Area
O,06,O06,53.624263999999997,-6.412840000000000,40000.000000000000000,100000000.000000000000000
R,06,R06,52.727812000000000,-9.406359999999999,40000.000000000000000,100000000.000000000000000
S,06,S06,52.736128000000001,-7.925969000000000,40000.000000000000000,100000000.000000000000000
T,06,T06,52.725965000000002,-6.445659000000000,40000.000000000000000,100000000.000000000000000
W,06,W06,51.829304999999998,-9.378197000000000,40000.000000000000000,100000000.000000000000000
X,06,X06,51.837356999999997,-7.927452000000000,40000.000000000000000,100000000.000000000000000
H,07,H07,54.623105000000002,-7.922584000000000,40000.000000000000000,100000000.000000000000000
J,07,J07,54.612220000000001,-6.374629000000000,40000.000000000000000,100000000.000000000000000
M,07,M07,53.716000000000001,-9.439114999999999,40000.000000000000000,100000000.000000000000000
N,07,N07,53.724618999999997,-7.924244000000000,40000.000000000000000,100000000.000000000000000
O,07,O07,53.714086000000002,-6.409460000000000,40000.000000000000000,100000000.000000000000000
R,07,R07,52.817655000000002,-9.409259000000000,40000.000000000000000,100000000.000000000000000
S,07,S07,52.825997999999998,-7.925816000000000,40000.000000000000000,100000000.000000000000000
T,07,T07,52.815801999999998,-6.442455000000000,40000.000000000000000,100000000.000000000000000
W,07,W07,51.919162000000000,-9.380947000000001,40000.000000000000000,100000000.000000000000000
X,07,X07,51.927241000000002,-7.927307000000000,40000.000000000000000,100000000.000000000000000
H,08,H08,54.712946000000002,-7.922413000000000,40000.000000000000000,100000000.000000000000000
J,08,J08,54.702024999999999,-6.371040000000000,40000.000000000000000,100000000.000000000000000
M,08,M08,53.805827000000001,-9.442190000000000,40000.000000000000000,100000000.000000000000000
N,08,N08,53.814473000000000,-7.924082000000000,40000.000000000000000,100000000.000000000000000
O,08,O08,53.803905999999998,-6.406062000000000,40000.000000000000000,100000000.000000000000000
R,08,R08,52.907496000000002,-9.412172999999999,40000.000000000000000,100000000.000000000000000
S,08,S08,52.915866000000001,-7.925663000000000,40000.000000000000000,100000000.000000000000000
T,08,T08,52.905636999999999,-6.439235000000000,40000.000000000000000,100000000.000000000000000
W,08,W08,52.009017999999998,-9.383711999999999,40000.000000000000000,100000000.000000000000000
X,08,X08,52.017122000000001,-7.927162000000000,40000.000000000000000,100000000.000000000000000
H,09,H09,54.802785999999998,-7.922241000000000,40000.000000000000000,100000000.000000000000000
J,09,J09,54.791829000000000,-6.367431000000000,40000.000000000000000,100000000.000000000000000
M,09,M09,53.895651999999998,-9.445282000000001,40000.000000000000000,100000000.000000000000000
N,09,N09,53.904327000000002,-7.923919000000000,40000.000000000000000,100000000.000000000000000
O,09,O09,53.893723999999999,-6.402645000000000,40000.000000000000000,100000000.000000000000000
R,09,R09,52.997335999999997,-9.415103000000000,40000.000000000000000,100000000.000000000000000
S,09,S09,53.005732999999999,-7.925509000000000,40000.000000000000000,100000000.000000000000000
T,09,T09,52.995469999999997,-6.435997000000000,40000.000000000000000,100000000.000000000000000
W,09,W09,52.098872999999998,-9.386490999999999,40000.000000000000000,100000000.000000000000000
X,09,X09,52.107002999999999,-7.927015000000000,40000.000000000000000,100000000.000000000000000
C,10,C10,54.892423999999998,-7.766205000000000,40000.000000000000000,100000000.000000000000000
D,10,D10,54.879432999999999,-6.208055000000000,40000.000000000000000,100000000.000000000000000
G,10,G10,53.987215999999997,-9.295973999999999,40000.000000000000000,100000000.000000000000000
H,10,H10,53.993985000000002,-7.771267000000000,40000.000000000000000,100000000.000000000000000
J,10,J10,53.981414999999998,-6.246829000000000,40000.000000000000000,100000000.000000000000000
M,10,M10,53.088858999999999,-9.268822000000000,40000.000000000000000,100000000.000000000000000
N,10,N10,53.095410999999999,-7.776061000000000,40000.000000000000000,100000000.000000000000000
O,10,O10,53.083244000000001,-6.283549000000000,40000.000000000000000,100000000.000000000000000
R,10,R10,52.190356999999999,-9.243084000000000,40000.000000000000000,100000000.000000000000000
S,10,S10,52.196700999999997,-7.780605000000000,40000.000000000000000,100000000.000000000000000
T,10,T10,52.184919999999998,-6.318359000000000,40000.000000000000000,100000000.000000000000000
C,11,C11,54.982261000000001,-7.765684000000000,40000.000000000000000,100000000.000000000000000
D,11,D11,54.969225999999999,-6.204058000000000,40000.000000000000000,100000000.000000000000000
G,11,G11,54.077043000000003,-9.298771000000000,40000.000000000000000,100000000.000000000000000
H,11,H11,54.083835000000001,-7.770774000000000,40000.000000000000000,100000000.000000000000000
J,11,J11,54.071223000000003,-6.243046000000000,40000.000000000000000,100000000.000000000000000
M,11,M11,53.178700999999997,-9.271471999999999,40000.000000000000000,100000000.000000000000000
N,11,N11,53.185274999999997,-7.775593000000000,40000.000000000000000,100000000.000000000000000
O,11,O11,53.173068000000001,-6.279965000000000,40000.000000000000000,100000000.000000000000000
R,11,R11,52.280214000000001,-9.245597000000000,40000.000000000000000,100000000.000000000000000
S,11,S11,52.286577999999999,-7.780162000000000,40000.000000000000000,100000000.000000000000000
T,11,T11,52.274760000000001,-6.314960000000000,40000.000000000000000,100000000.000000000000000
C,12,C12,55.072096000000002,-7.765159000000000,40000.000000000000000,100000000.000000000000000
D,12,D12,55.059018000000002,-6.200040000000000,40000.000000000000000,100000000.000000000000000
G,12,G12,54.166870000000003,-9.301583000000001,40000.000000000000000,100000000.000000000000000
H,12,H12,54.173684000000002,-7.770277000000000,40000.000000000000000,100000000.000000000000000
J,12,J12,54.161031000000001,-6.239243000000000,40000.000000000000000,100000000.000000000000000
M,12,M12,53.268541999999997,-9.274137000000000,40000.000000000000000,100000000.000000000000000
N,12,N12,53.275137000000001,-7.775123000000000,40000.000000000000000,100000000.000000000000000
O,12,O12,53.262889999999999,-6.276362000000000,40000.000000000000000,100000000.000000000000000
R,12,R12,52.370069000000001,-9.248123000000000,40000.000000000000000,100000000.000000000000000
S,12,S12,52.376454000000003,-7.779715000000000,40000.000000000000000,100000000.000000000000000
T,12,T12,52.364597000000003,-6.311543000000000,40000.000000000000000,100000000.000000000000000
W,12,W12,51.471449999999997,-9.223445000000000,40000.000000000000000,100000000.000000000000000
C,13,C13,55.161929999999998,-7.764631000000000,40000.000000000000000,100000000.000000000000000
D,13,D13,55.148808000000002,-6.195998000000000,40000.000000000000000,100000000.000000000000000
G,13,G13,54.256694000000003,-9.304411000000000,40000.000000000000000,100000000.000000000000000
H,13,H13,54.263531000000000,-7.769778000000000,40000.000000000000000,100000000.000000000000000
J,13,J13,54.250836000000000,-6.235419000000000,40000.000000000000000,100000000.000000000000000
M,13,M13,53.358381000000001,-9.276814999999999,40000.000000000000000,100000000.000000000000000
N,13,N13,53.364998000000000,-7.774650000000000,40000.000000000000000,100000000.000000000000000
O,13,O13,53.352710999999999,-6.272740000000000,40000.000000000000000,100000000.000000000000000
R,13,R13,52.459923000000003,-9.250662999999999,40000.000000000000000,100000000.000000000000000
S,13,S13,52.466327999999997,-7.779267000000000,40000.000000000000000,100000000.000000000000000
T,13,T13,52.454433999999999,-6.308109000000000,40000.000000000000000,100000000.000000000000000
W,13,W13,51.561318999999997,-9.225854999999999,40000.000000000000000,100000000.000000000000000
C,14,C14,55.251761999999999,-7.764101000000000,40000.000000000000000,100000000.000000000000000
D,14,D14,55.238596999999999,-6.191935000000000,40000.000000000000000,100000000.000000000000000
G,14,G14,54.346518000000003,-9.307254000000000,40000.000000000000000,100000000.000000000000000
H,14,H14,54.353377000000002,-7.769276000000000,40000.000000000000000,100000000.000000000000000
J,14,J14,54.340640000000000,-6.231574000000000,40000.000000000000000,100000000.000000000000000
M,14,M14,53.448219000000002,-9.279508000000000,40000.000000000000000,100000000.000000000000000
N,14,N14,53.454856999999997,-7.774175000000000,40000.000000000000000,100000000.000000000000000
O,14,O14,53.442531000000002,-6.269098000000000,40000.000000000000000,100000000.000000000000000
R,14,R14,52.549774999999997,-9.253216000000000,40000.000000000000000,100000000.000000000000000
S,14,S14,52.556201000000001,-7.778816000000000,40000.000000000000000,100000000.000000000000000
T,14,T14,52.544268000000002,-6.304656000000000,40000.000000000000000,100000000.000000000000000
W,14,W14,51.651186000000003,-9.228278000000000,40000.000000000000000,100000000.000000000000000
D,15,D15,55.328384999999997,-6.187848000000000,40000.000000000000000,100000000.000000000000000
H,15,H15,54.443221000000001,-7.768771000000000,40000.000000000000000,100000000.000000000000000
J,15,J15,54.430442999999997,-6.227708000000000,40000.000000000000000,100000000.000000000000000
M,15,M15,53.538055000000000,-9.282215000000001,40000.000000000000000,100000000.000000000000000
N,15,N15,53.544714999999997,-7.773697000000000,40000.000000000000000,100000000.000000000000000
O,15,O15,53.532347999999999,-6.265436000000000,40000.000000000000000,100000000.000000000000000
R,15,R15,52.639626000000000,-9.255782999999999,40000.000000000000000,100000000.000000000000000
S,15,S15,52.646073000000001,-7.778363000000000,40000.000000000000000,100000000.000000000000000
T,15,T15,52.634101000000001,-6.301184000000000,40000.000000000000000,100000000.000000000000000
W,15,W15,51.741050999999999,-9.230714000000001,40000.000000000000000,100000000.000000000000000
H,16,H16,54.533065000000001,-7.768264000000000,40000.000000000000000,100000000.000000000000000
J,16,J16,54.520243999999998,-6.223820000000000,40000.000000000000000,100000000.000000000000000
M,16,M16,53.627890000000001,-9.284936999999999,40000.000000000000000,100000000.000000000000000
N,16,N16,53.634571999999999,-7.773216000000000,40000.000000000000000,100000000.000000000000000
O,16,O16,53.622165000000003,-6.261755000000000,40000.000000000000000,100000000.000000000000000
R,16,R16,52.729475000000001,-9.258362999999999,40000.000000000000000,100000000.000000000000000
S,16,S16,52.735942999999999,-7.777908000000000,40000.000000000000000,100000000.000000000000000
T,16,T16,52.723933000000002,-6.297695000000000,40000.000000000000000,100000000.000000000000000
W,16,W16,51.830914999999997,-9.233162000000000,40000.000000000000000,100000000.000000000000000
X,16,X16,51.837178000000002,-7.782357000000000,40000.000000000000000,100000000.000000000000000
H,17,H17,54.622906999999998,-7.767753000000000,40000.000000000000000,100000000.000000000000000
J,17,J17,54.610042999999997,-6.219912000000000,40000.000000000000000,100000000.000000000000000
M,17,M17,53.717723999999997,-9.287674000000001,40000.000000000000000,100000000.000000000000000
N,17,N17,53.724426999999999,-7.772733000000000,40000.000000000000000,100000000.000000000000000
O,17,O17,53.711978999999999,-6.258054000000000,40000.000000000000000,100000000.000000000000000
R,17,R17,52.819322999999997,-9.260956999999999,40000.000000000000000,100000000.000000000000000
S,17,S17,52.825811999999999,-7.777450000000000,40000.000000000000000,100000000.000000000000000
T,17,T17,52.813763000000002,-6.294186000000000,40000.000000000000000,100000000.000000000000000
W,17,W17,51.920777999999999,-9.235623000000000,40000.000000000000000,100000000.000000000000000
X,17,X17,51.927061000000002,-7.781922000000000,40000.000000000000000,100000000.000000000000000
H,18,H18,54.712747000000000,-7.767240000000000,40000.000000000000000,100000000.000000000000000
J,18,J18,54.699840999999999,-6.215981000000000,40000.000000000000000,100000000.000000000000000
M,18,M18,53.807555999999998,-9.290426000000000,40000.000000000000000,100000000.000000000000000
N,18,N18,53.814281000000001,-7.772247000000000,40000.000000000000000,100000000.000000000000000
O,18,O18,53.801793000000004,-6.254332000000000,40000.000000000000000,100000000.000000000000000
R,18,R18,52.909170000000003,-9.263565000000000,40000.000000000000000,100000000.000000000000000
S,18,S18,52.915680000000002,-7.776989000000000,40000.000000000000000,100000000.000000000000000
T,18,T18,52.903590999999999,-6.290659000000000,40000.000000000000000,100000000.000000000000000
W,18,W18,52.010638999999998,-9.238097000000000,40000.000000000000000,100000000.000000000000000
X,18,X18,52.016942000000000,-7.781486000000000,40000.000000000000000,100000000.000000000000000
H,19,H19,54.802585999999998,-7.766724000000000,40000.000000000000000,100000000.000000000000000
J,19,J19,54.789637999999997,-6.212029000000000,40000.000000000000000,100000000.000000000000000
M,19,M19,53.897385999999997,-9.293191999999999,40000.000000000000000,100000000.000000000000000
N,19,N19,53.904133999999999,-7.771759000000000,40000.000000000000000,100000000.000000000000000
O,19,O19,53.891604000000001,-6.250591000000000,40000.000000000000000,100000000.000000000000000
R,19,R19,52.999015000000000,-9.266187000000000,40000.000000000000000,100000000.000000000000000
S,19,S19,53.005546000000002,-7.776526000000000,40000.000000000000000,100000000.000000000000000
T,19,T19,52.993417999999998,-6.287114000000000,40000.000000000000000,100000000.000000000000000
V,19,V19,52.076124000000000,-10.698815000000000,40000.000000000000000,100000000.000000000000000
W,19,W19,52.100498999999999,-9.240584000000000,40000.000000000000000,100000000.000000000000000
X,19,X19,52.106822000000001,-7.781047000000000,40000.000000000000000,100000000.000000000000000
C,20,C20,54.892023999999999,-7.610346000000000,40000.000000000000000,100000000.000000000000000
D,20,D20,54.877034999999999,-6.052329000000000,40000.000000000000000,100000000.000000000000000
G,20,G20,53.988762999999999,-9.143542000000000,40000.000000000000000,100000000.000000000000000
H,20,H20,53.993597999999999,-7.618782000000000,40000.000000000000000,100000000.000000000000000
J,20,J20,53.979095000000001,-6.094468000000000,40000.000000000000000,100000000.000000000000000
M,20,M20,53.090356000000000,-9.119581999999999,40000.000000000000000,100000000.000000000000000
N,20,N20,53.095036999999998,-7.626771000000000,40000.000000000000000,100000000.000000000000000
O,20,O20,53.080998000000001,-6.134375000000000,40000.000000000000000,100000000.000000000000000
Q,20,Q20,52.169162999999998,-10.558234000000001,40000.000000000000000,100000000.000000000000000
R,20,R20,52.191806999999997,-9.096869999999999,40000.000000000000000,100000000.000000000000000
S,20,S20,52.196337999999997,-7.634345000000000,40000.000000000000000,100000000.000000000000000
C,21,C21,54.981859999999998,-7.609476000000000,40000.000000000000000,100000000.000000000000000
D,21,D21,54.966821000000003,-6.047986000000000,40000.000000000000000,100000000.000000000000000
G,21,G21,54.078595999999997,-9.146010000000000,40000.000000000000000,100000000.000000000000000
H,21,H21,54.083447000000000,-7.617959000000000,40000.000000000000000,100000000.000000000000000
J,21,J21,54.068896000000002,-6.090358000000000,40000.000000000000000,100000000.000000000000000
M,21,M21,53.180202999999999,-9.121921000000000,40000.000000000000000,100000000.000000000000000
N,21,N21,53.184899000000001,-7.625991000000000,40000.000000000000000,100000000.000000000000000
O,21,O21,53.170814999999997,-6.130481000000000,40000.000000000000000,100000000.000000000000000
R,21,R21,52.281668000000003,-9.099087000000001,40000.000000000000000,100000000.000000000000000
S,21,S21,52.286214000000001,-7.633605000000000,40000.000000000000000,100000000.000000000000000
C,22,C22,55.071693000000003,-7.608602000000000,40000.000000000000000,100000000.000000000000000
D,22,D22,55.056604999999998,-6.043619000000000,40000.000000000000000,100000000.000000000000000
G,22,G22,54.168427000000001,-9.148491999999999,40000.000000000000000,100000000.000000000000000
H,22,H22,54.173293999999999,-7.617132000000000,40000.000000000000000,100000000.000000000000000
J,22,J22,54.158695000000002,-6.086224000000000,40000.000000000000000,100000000.000000000000000
M,22,M22,53.270049000000000,-9.124271999999999,40000.000000000000000,100000000.000000000000000
N,22,N22,53.274760000000001,-7.625208000000000,40000.000000000000000,100000000.000000000000000
O,22,O22,53.260629999999999,-6.126565000000000,40000.000000000000000,100000000.000000000000000
R,22,R22,52.371527999999998,-9.101317000000000,40000.000000000000000,100000000.000000000000000
S,22,S22,52.376089000000000,-7.632862000000000,40000.000000000000000,100000000.000000000000000
W,22,W22,51.472864000000001,-9.079539000000000,40000.000000000000000,100000000.000000000000000
C,23,C23,55.161526000000002,-7.607722000000000,40000.000000000000000,100000000.000000000000000
D,23,D23,55.146386999999997,-6.039227000000000,40000.000000000000000,100000000.000000000000000
G,23,G23,54.258257000000000,-9.150987000000001,40000.000000000000000,100000000.000000000000000
H,23,H23,54.263140000000000,-7.616300000000000,40000.000000000000000,100000000.000000000000000
J,23,J23,54.248493000000003,-6.082069000000000,40000.000000000000000,100000000.000000000000000
M,23,M23,53.359893000000000,-9.126635000000000,40000.000000000000000,100000000.000000000000000
N,23,N23,53.364618999999998,-7.624419000000000,40000.000000000000000,100000000.000000000000000
O,23,O23,53.350444000000003,-6.122628000000000,40000.000000000000000,100000000.000000000000000
R,23,R23,52.461387000000002,-9.103558000000000,40000.000000000000000,100000000.000000000000000
S,23,S23,52.465961999999998,-7.632114000000000,40000.000000000000000,100000000.000000000000000
W,23,W23,51.562736000000001,-9.081666000000000,40000.000000000000000,100000000.000000000000000
C,24,C24,55.251356999999999,-7.606838000000000,40000.000000000000000,100000000.000000000000000
D,24,D24,55.236167999999999,-6.034811000000000,40000.000000000000000,100000000.000000000000000
H,24,H24,54.352984999999997,-7.615463000000000,40000.000000000000000,100000000.000000000000000
J,24,J24,54.338290000000001,-6.077890000000000,40000.000000000000000,100000000.000000000000000
M,24,M24,53.449736000000001,-9.129011999999999,40000.000000000000000,100000000.000000000000000
N,24,N24,53.454478000000002,-7.623627000000000,40000.000000000000000,100000000.000000000000000
O,24,O24,53.440255999999998,-6.118670000000000,40000.000000000000000,100000000.000000000000000
R,24,R24,52.551243999999997,-9.105810999999999,40000.000000000000000,100000000.000000000000000
S,24,S24,52.555833999999997,-7.631363000000000,40000.000000000000000,100000000.000000000000000
T,24,T24,52.542065999999998,-6.157314000000000,40000.000000000000000,100000000.000000000000000
W,24,W24,51.652608000000001,-9.083804000000001,40000.000000000000000,100000000.000000000000000
H,25,H25,54.442827999999999,-7.614622000000000,40000.000000000000000,100000000.000000000000000
J,25,J25,54.428083999999998,-6.073688000000000,40000.000000000000000,100000000.000000000000000
M,25,M25,53.539577000000001,-9.131401000000000,40000.000000000000000,100000000.000000000000000
N,25,N25,53.544333999999999,-7.622830000000000,40000.000000000000000,100000000.000000000000000
O,25,O25,53.530065999999998,-6.114691000000000,40000.000000000000000,100000000.000000000000000
R,25,R25,52.641098999999997,-9.108076000000001,40000.000000000000000,100000000.000000000000000
S,25,S25,52.645705000000000,-7.630608000000000,40000.000000000000000,100000000.000000000000000
T,25,T25,52.631892000000001,-6.153541000000000,40000.000000000000000,100000000.000000000000000
W,25,W25,51.742477999999998,-9.085953999999999,40000.000000000000000,100000000.000000000000000
H,26,H26,54.532670000000003,-7.613776000000000,40000.000000000000000,100000000.000000000000000
J,26,J26,54.517878000000003,-6.069463000000000,40000.000000000000000,100000000.000000000000000
M,26,M26,53.629416999999997,-9.133803000000000,40000.000000000000000,100000000.000000000000000
N,26,N26,53.634189999999997,-7.622030000000000,40000.000000000000000,100000000.000000000000000
O,26,O26,53.619875000000000,-6.110690000000000,40000.000000000000000,100000000.000000000000000
R,26,R26,52.730953999999997,-9.110353000000000,40000.000000000000000,100000000.000000000000000
S,26,S26,52.735574000000000,-7.629849000000000,40000.000000000000000,100000000.000000000000000
T,26,T26,52.721716000000001,-6.149749000000000,40000.000000000000000,100000000.000000000000000
V,26,V26,51.809992000000001,-10.537836000000000,40000.000000000000000,100000000.000000000000000
W,26,W26,51.832346999999999,-9.088113999999999,40000.000000000000000,100000000.000000000000000
H,27,H27,54.622511000000003,-7.612925000000000,40000.000000000000000,100000000.000000000000000
J,27,J27,54.607669000000001,-6.065215000000000,40000.000000000000000,100000000.000000000000000
M,27,M27,53.719256000000001,-9.136218000000000,40000.000000000000000,100000000.000000000000000
N,27,N27,53.724043999999999,-7.621224000000000,40000.000000000000000,100000000.000000000000000
R,27,R27,52.820805999999997,-9.112641999999999,40000.000000000000000,100000000.000000000000000
S,27,S27,52.825442000000002,-7.629086000000000,40000.000000000000000,100000000.000000000000000
T,27,T27,52.811539000000003,-6.145936000000000,40000.000000000000000,100000000.000000000000000
W,27,W27,51.922213999999997,-9.090286000000001,40000.000000000000000,100000000.000000000000000
X,27,X27,51.926701999999999,-7.636540000000000,40000.000000000000000,100000000.000000000000000
H,28,H28,54.712350000000001,-7.612070000000000,40000.000000000000000,100000000.000000000000000
J,28,J28,54.697460000000000,-6.060944000000000,40000.000000000000000,100000000.000000000000000
M,28,M28,53.809092999999997,-9.138646000000000,40000.000000000000000,100000000.000000000000000
N,28,N28,53.813896999999997,-7.620415000000000,40000.000000000000000,100000000.000000000000000
R,28,R28,52.910657999999998,-9.114943000000000,40000.000000000000000,100000000.000000000000000
S,28,S28,52.915308000000003,-7.628318000000000,40000.000000000000000,100000000.000000000000000
T,28,T28,52.901359999999997,-6.142103000000000,40000.000000000000000,100000000.000000000000000
W,28,W28,52.012079999999997,-9.092468999999999,40000.000000000000000,100000000.000000000000000
X,28,X28,52.016582000000000,-7.635812000000000,40000.000000000000000,100000000.000000000000000
H,29,H29,54.802188000000001,-7.611210000000000,40000.000000000000000,100000000.000000000000000
J,29,J29,54.787247999999998,-6.056649000000000,40000.000000000000000,100000000.000000000000000
M,29,M29,53.898927999999998,-9.141088000000000,40000.000000000000000,100000000.000000000000000
N,29,N29,53.903748000000000,-7.619600000000000,40000.000000000000000,100000000.000000000000000
R,29,R29,53.000508000000004,-9.117257000000000,40000.000000000000000,100000000.000000000000000
S,29,S29,53.005172999999999,-7.627547000000000,40000.000000000000000,100000000.000000000000000
T,29,T29,52.991180000000000,-6.138249000000000,40000.000000000000000,100000000.000000000000000
V,29,V29,52.079371999999999,-10.553094000000000,40000.000000000000000,100000000.000000000000000
W,29,W29,52.101944000000003,-9.094663000000001,40000.000000000000000,100000000.000000000000000
X,29,X29,52.106461000000003,-7.635080000000000,40000.000000000000000,100000000.000000000000000
C,30,C30,54.891424999999998,-7.454491000000000,40000.000000000000000,100000000.000000000000000
D,30,D30,54.874437999999998,-5.896628000000000,40000.000000000000000,100000000.000000000000000
G,30,G30,53.990116999999998,-8.991097000000000,40000.000000000000000,100000000.000000000000000
H,30,H30,53.993017999999999,-7.466301000000000,40000.000000000000000,100000000.000000000000000
M,30,M30,53.091667000000001,-8.970330000000001,40000.000000000000000,100000000.000000000000000
N,30,N30,53.094475000000003,-7.477486000000000,40000.000000000000000,100000000.000000000000000
O,30,O30,53.078566000000002,-5.985223000000000,40000.000000000000000,100000000.000000000000000
Q,30,Q30,52.172241000000000,-10.412194000000000,40000.000000000000000,100000000.000000000000000
R,30,R30,52.193075000000000,-8.950644000000000,40000.000000000000000,100000000.000000000000000
S,30,S30,52.195793999999999,-7.488088000000000,40000.000000000000000,100000000.000000000000000
C,31,C31,54.981257999999997,-7.453273000000000,40000.000000000000000,100000000.000000000000000
D,31,D31,54.964215000000003,-5.891939000000000,40000.000000000000000,100000000.000000000000000
G,31,G31,54.079954000000001,-8.993236000000000,40000.000000000000000,100000000.000000000000000
H,31,H31,54.082864999999998,-7.465149000000000,40000.000000000000000,100000000.000000000000000
J,31,J31,54.066375000000001,-5.937691000000000,40000.000000000000000,100000000.000000000000000
M,31,M31,53.181517999999997,-8.972357000000001,40000.000000000000000,100000000.000000000000000
N,31,N31,53.184334999999997,-7.476394000000000,40000.000000000000000,100000000.000000000000000
O,31,O31,53.168374999999997,-5.981017000000000,40000.000000000000000,100000000.000000000000000
Q,31,Q31,52.262039000000001,-10.417066000000000,40000.000000000000000,100000000.000000000000000
R,31,R31,52.282941000000001,-8.952565999999999,40000.000000000000000,100000000.000000000000000
S,31,S31,52.285668999999999,-7.487053000000000,40000.000000000000000,100000000.000000000000000
C,32,C32,55.071089999999998,-7.452049000000000,40000.000000000000000,100000000.000000000000000
D,32,D32,55.053989999999999,-5.887223000000000,40000.000000000000000,100000000.000000000000000
G,32,G32,54.169789999999999,-8.995386999999999,40000.000000000000000,100000000.000000000000000
H,32,H32,54.172710000000002,-7.463991000000000,40000.000000000000000,100000000.000000000000000
J,32,J32,54.156165999999999,-5.933228000000000,40000.000000000000000,100000000.000000000000000
M,32,M32,53.271368000000002,-8.974394000000000,40000.000000000000000,100000000.000000000000000
N,32,N32,53.274194999999999,-7.475297000000000,40000.000000000000000,100000000.000000000000000
