prefix,number,gridid,y,x,Shape_Length,Shape_Area
R,59,R59,53.003867000000000,-8.670398000000000,40000.000000000000000,100000000.000000000000000
S,59,S59,53.002934000000003,-7.180639000000000,40000.000000000000000,100000000.000000000000000
V,59,V59,52.088037000000000,-10.115777000000000,40000.000000000000000,100000000.000000000000000
W,59,W59,52.105195999999999,-8.656840000000001,40000.000000000000000,100000000.000000000000000
X,59,X59,52.104292999999998,-7.197210000000000,40000.000000000000000,100000000.000000000000000
B,60,B60,54.891424999999998,-8.545508999999999,40000.000000000000000,100000000.000000000000000
C,60,C60,54.888426000000003,-6.986974000000000,40000.000000000000000,100000000.000000000000000
F,60,F60,53.976582000000001,-10.057869999999999,40000.000000000000000,100000000.000000000000000
G,60,G60,53.993017999999999,-8.533699000000000,40000.000000000000000,100000000.000000000000000
H,60,H60,53.990116999999998,-7.008903000000000,40000.000000000000000,100000000.000000000000000
M,60,M60,53.094475000000003,-8.522513999999999,40000.000000000000000,100000000.000000000000000
N,60,N60,53.091667000000001,-7.029670000000000,40000.000000000000000,100000000.000000000000000
Q,60,Q60,52.180391000000000,-9.973926000000001,40000.000000000000000,100000000.000000000000000
R,60,R60,52.195793999999999,-8.511912000000001,40000.000000000000000,100000000.000000000000000
S,60,S60,52.193075000000000,-7.049356000000000,40000.000000000000000,100000000.000000000000000
B,61,B61,54.981257999999997,-8.546727000000001,40000.000000000000000,100000000.000000000000000
C,61,C61,54.978248999999998,-6.984713000000000,40000.000000000000000,100000000.000000000000000
F,61,F61,54.066375000000001,-10.062309000000001,40000.000000000000000,100000000.000000000000000
G,61,G61,54.082864999999998,-8.534851000000000,40000.000000000000000,100000000.000000000000000
H,61,H61,54.079954000000001,-7.006764000000000,40000.000000000000000,100000000.000000000000000
M,61,M61,53.184334999999997,-8.523605999999999,40000.000000000000000,100000000.000000000000000
N,61,N61,53.181517999999997,-7.027643000000000,40000.000000000000000,100000000.000000000000000
Q,61,Q61,52.270215999999998,-9.977914999999999,40000.000000000000000,100000000.000000000000000
R,61,R61,52.285668999999999,-8.512947000000000,40000.000000000000000,100000000.000000000000000
S,61,S61,52.282941000000001,-7.047434000000000,40000.000000000000000,100000000.000000000000000
C,62,C62,55.068071000000003,-6.982441000000000,40000.000000000000000,100000000.000000000000000
F,62,F62,54.156165999999999,-10.066772000000000,40000.000000000000000,100000000.000000000000000
G,62,G62,54.172710000000002,-8.536009000000000,40000.000000000000000,100000000.000000000000000
H,62,H62,54.169789999999999,-7.004613000000000,40000.000000000000000,100000000.000000000000000
M,62,M62,53.274194999999999,-8.524703000000001,40000.000000000000000,100000000.000000000000000
N,62,N62,53.271368000000002,-7.025606000000000,40000.000000000000000,100000000.000000000000000
Q,62,Q62,52.360039000000000,-9.981925000000000,40000.000000000000000,100000000.000000000000000
R,62,R62,52.375542000000003,-8.513987999999999,40000.000000000000000,100000000.000000000000000
S,62,S62,52.372805000000000,-7.045502000000000,40000.000000000000000,100000000.000000000000000
C,63,C63,55.157891999999997,-6.980155000000000,40000.000000000000000,100000000.000000000000000
F,63,F63,54.245955000000002,-10.071259000000000,40000.000000000000000,100000000.000000000000000
G,63,G63,54.262554000000002,-8.537174000000000,40000.000000000000000,100000000.000000000000000
H,63,H63,54.259624000000002,-7.002450000000000,40000.000000000000000,100000000.000000000000000
L,63,L63,53.347987000000003,-10.027462999999999,40000.000000000000000,100000000.000000000000000
M,63,M63,53.364052000000001,-8.525807000000000,40000.000000000000000,100000000.000000000000000
N,63,N63,53.361215999999999,-7.023557000000000,40000.000000000000000,100000000.000000000000000
Q,63,Q63,52.449860000000001,-9.985956000000000,40000.000000000000000,100000000.000000000000000
R,63,R63,52.465412999999998,-8.515034000000000,40000.000000000000000,100000000.000000000000000
S,63,S63,52.462668000000001,-7.043559000000000,40000.000000000000000,100000000.000000000000000
V,63,V63,51.551575000000000,-9.946581000000000,40000.000000000000000,100000000.000000000000000
W,63,W63,51.566636000000003,-8.504816000000000,40000.000000000000000,100000000.000000000000000
C,64,C64,55.247711000000002,-6.977857000000000,40000.000000000000000,100000000.000000000000000
F,64,F64,54.335743000000001,-10.075771000000000,40000.000000000000000,100000000.000000000000000
G,64,G64,54.352397000000003,-8.538345000000000,40000.000000000000000,100000000.000000000000000
H,64,H64,54.349457000000001,-7.000275000000000,40000.000000000000000,100000000.000000000000000
J,64,J64,54.326931999999999,-5.463401000000000,40000.000000000000000,100000000.000000000000000
L,64,L64,53.437790999999997,-10.031736000000000,40000.000000000000000,100000000.000000000000000
M,64,M64,53.453909000000003,-8.526916000000000,40000.000000000000000,100000000.000000000000000
N,64,N64,53.451064000000002,-7.021497000000000,40000.000000000000000,100000000.000000000000000
Q,64,Q64,52.539679999999997,-9.990008000000000,40000.000000000000000,100000000.000000000000000
R,64,R64,52.555283000000003,-8.516086000000000,40000.000000000000000,100000000.000000000000000
S,64,S64,52.552529000000000,-7.041607000000000,40000.000000000000000,100000000.000000000000000
V,64,V64,51.641410000000000,-9.950426999999999,40000.000000000000000,100000000.000000000000000
W,64,W64,51.656520000000000,-8.505814000000001,40000.000000000000000,100000000.000000000000000
G,65,G65,54.442238000000003,-8.539523000000001,40000.000000000000000,100000000.000000000000000
H,65,H65,54.439289000000002,-6.998089000000000,40000.000000000000000,100000000.000000000000000
J,65,J65,54.416688999999998,-5.457859000000000,40000.000000000000000,100000000.000000000000000
L,65,L65,53.527594000000001,-10.036033000000000,40000.000000000000000,100000000.000000000000000
M,65,M65,53.543764000000003,-8.528031000000000,40000.000000000000000,100000000.000000000000000
N,65,N65,53.540908999999999,-7.019426000000000,40000.000000000000000,100000000.000000000000000
R,65,R65,52.645152000000003,-8.517143000000001,40000.000000000000000,100000000.000000000000000
S,65,S65,52.642389000000001,-7.039643000000000,40000.000000000000000,100000000.000000000000000
V,65,V65,51.731243999999997,-9.954293000000000,40000.000000000000000,100000000.000000000000000
W,65,W65,51.746402000000003,-8.506817000000000,40000.000000000000000,100000000.000000000000000
H,66,H66,54.529119000000001,-6.995890000000000,40000.000000000000000,100000000.000000000000000
J,66,J66,54.506444999999999,-5.452287000000000,40000.000000000000000,100000000.000000000000000
L,66,L66,53.617395000000002,-10.040354000000001,40000.000000000000000,100000000.000000000000000
M,66,M66,53.633617000000001,-8.529153000000001,40000.000000000000000,100000000.000000000000000
N,66,N66,53.630754000000003,-7.017344000000000,40000.000000000000000,100000000.000000000000000
R,66,R66,52.735019000000001,-8.518205999999999,40000.000000000000000,100000000.000000000000000
S,66,S66,52.732247000000001,-7.037670000000000,40000.000000000000000,100000000.000000000000000
V,66,V66,51.821077000000002,-9.958178999999999,40000.000000000000000,100000000.000000000000000
W,66,W66,51.836283000000002,-8.507825000000000,40000.000000000000000,100000000.000000000000000
G,67,G67,54.621917000000003,-8.541898000000000,40000.000000000000000,100000000.000000000000000
H,67,H67,54.618948000000003,-6.993680000000000,40000.000000000000000,100000000.000000000000000
J,67,J67,54.596198999999999,-5.446684000000000,40000.000000000000000,100000000.000000000000000
L,67,L67,53.707194000000001,-10.044696999999999,40000.000000000000000,100000000.000000000000000
M,67,M67,53.723469000000001,-8.530279999999999,40000.000000000000000,100000000.000000000000000
N,67,N67,53.720596000000000,-7.015251000000000,40000.000000000000000,100000000.000000000000000
R,67,R67,52.824885000000002,-8.519275000000000,40000.000000000000000,100000000.000000000000000
S,67,S67,52.822104000000003,-7.035686000000000,40000.000000000000000,100000000.000000000000000
V,67,V67,51.910907999999999,-9.962085000000000,40000.000000000000000,100000000.000000000000000
W,67,W67,51.926163000000003,-8.508839000000000,40000.000000000000000,100000000.000000000000000
G,68,G68,54.711753999999999,-8.543094999999999,40000.000000000000000,100000000.000000000000000
H,68,H68,54.708775000000003,-6.991457000000000,40000.000000000000000,100000000.000000000000000
J,68,J68,54.685951000000003,-5.441050000000000,40000.000000000000000,100000000.000000000000000
L,68,L68,53.796990999999998,-10.049064000000000,40000.000000000000000,100000000.000000000000000
M,68,M68,53.813319999999997,-8.531413000000001,40000.000000000000000,100000000.000000000000000
N,68,N68,53.810437999999998,-7.013147000000000,40000.000000000000000,100000000.000000000000000
R,68,R68,52.914749999999998,-8.520349000000000,40000.000000000000000,100000000.000000000000000
S,68,S68,52.911960000000001,-7.033691000000000,40000.000000000000000,100000000.000000000000000
V,68,V68,52.000737000000001,-9.966011000000000,40000.000000000000000,100000000.000000000000000
W,68,W68,52.016041999999999,-8.509857999999999,40000.000000000000000,100000000.000000000000000
G,69,G69,54.801589999999997,-8.544299000000001,40000.000000000000000,100000000.000000000000000
H,69,H69,54.798600999999998,-6.989221000000000,40000.000000000000000,100000000.000000000000000
L,69,L69,53.886786999999998,-10.053455000000000,40000.000000000000000,100000000.000000000000000
M,69,M69,53.903170000000003,-8.532553000000000,40000.000000000000000,100000000.000000000000000
N,69,N69,53.900278000000000,-7.011030000000000,40000.000000000000000,100000000.000000000000000
R,69,R69,53.004612999999999,-8.521428999999999,40000.000000000000000,100000000.000000000000000
S,69,S69,53.001814000000003,-7.031686000000000,40000.000000000000000,100000000.000000000000000
V,69,V69,52.090564999999998,-9.969958000000000,40000.000000000000000,100000000.000000000000000
W,69,W69,52.105919000000000,-8.510882000000001,40000.000000000000000,100000000.000000000000000
X,69,X69,52.103209000000000,-7.051268000000000,40000.000000000000000,100000000.000000000000000
B,70,B70,54.892023999999999,-8.389654000000000,40000.000000000000000,100000000.000000000000000
C,70,C70,54.887027000000003,-6.831157000000000,40000.000000000000000,100000000.000000000000000
F,70,F70,53.979095000000001,-9.905531999999999,40000.000000000000000,100000000.000000000000000
G,70,G70,53.993597999999999,-8.381218000000001,40000.000000000000000,100000000.000000000000000
H,70,H70,53.988762999999999,-6.856458000000000,40000.000000000000000,100000000.000000000000000
M,70,M70,53.095036999999998,-8.373229000000000,40000.000000000000000,100000000.000000000000000
N,70,N70,53.090356000000000,-6.880418000000000,40000.000000000000000,100000000.000000000000000
Q,70,Q70,52.182746000000002,-9.827793000000000,40000.000000000000000,100000000.000000000000000
R,70,R70,52.196337999999997,-8.365655000000000,40000.000000000000000,100000000.000000000000000
S,70,S70,52.191806999999997,-6.903130000000000,40000.000000000000000,100000000.000000000000000
B,71,B71,54.981859999999998,-8.390523999999999,40000.000000000000000,100000000.000000000000000
C,71,C71,54.976844999999997,-6.828549000000000,40000.000000000000000,100000000.000000000000000
F,71,F71,54.068896000000002,-9.909642000000000,40000.000000000000000,100000000.000000000000000
G,71,G71,54.083447000000000,-8.382040999999999,40000.000000000000000,100000000.000000000000000
H,71,H71,54.078595999999997,-6.853990000000000,40000.000000000000000,100000000.000000000000000
L,71,L71,53.170814999999997,-9.869519000000000,40000.000000000000000,100000000.000000000000000
M,71,M71,53.184899000000001,-8.374008999999999,40000.000000000000000,100000000.000000000000000
N,71,N71,53.180202999999999,-6.878079000000000,40000.000000000000000,100000000.000000000000000
Q,71,Q71,52.272579000000000,-9.831486999999999,40000.000000000000000,100000000.000000000000000
R,71,R71,52.286214000000001,-8.366395000000001,40000.000000000000000,100000000.000000000000000
S,71,S71,52.281668000000003,-6.900913000000000,40000.000000000000000,100000000.000000000000000
B,72,B72,55.071693000000003,-8.391398000000001,40000.000000000000000,100000000.000000000000000
C,72,C72,55.066662999999998,-6.825927000000000,40000.000000000000000,100000000.000000000000000
F,72,F72,54.158695000000002,-9.913776000000000,40000.000000000000000,100000000.000000000000000
G,72,G72,54.173293999999999,-8.382868000000000,40000.000000000000000,100000000.000000000000000
H,72,H72,54.168427000000001,-6.851508000000000,40000.000000000000000,100000000.000000000000000
L,72,L72,53.260629999999999,-9.873435000000001,40000.000000000000000,100000000.000000000000000
M,72,M72,53.274760000000001,-8.374791999999999,40000.000000000000000,100000000.000000000000000
N,72,N72,53.270049000000000,-6.875728000000000,40000.000000000000000,100000000.000000000000000
Q,72,Q72,52.362409000000000,-9.835201000000000,40000.000000000000000,100000000.000000000000000
R,72,R72,52.376089000000000,-8.367138000000001,40000.000000000000000,100000000.000000000000000
S,72,S72,52.371527999999998,-6.898683000000000,40000.000000000000000,100000000.000000000000000
V,72,V72,51.464033000000001,-9.798927000000001,40000.000000000000000,100000000.000000000000000
B,73,B73,55.161526000000002,-8.392277999999999,40000.000000000000000,100000000.000000000000000
C,73,C73,55.156478000000000,-6.823290000000000,40000.000000000000000,100000000.000000000000000
F,73,F73,54.248493000000003,-9.917930999999999,40000.000000000000000,100000000.000000000000000
G,73,G73,54.263140000000000,-8.383699999999999,40000.000000000000000,100000000.000000000000000
H,73,H73,54.258257000000000,-6.849013000000000,40000.000000000000000,100000000.000000000000000
L,73,L73,53.350444000000003,-9.877371999999999,40000.000000000000000,100000000.000000000000000
M,73,M73,53.364618999999998,-8.375581000000000,40000.000000000000000,100000000.000000000000000
N,73,N73,53.359893000000000,-6.873365000000000,40000.000000000000000,100000000.000000000000000
Q,73,Q73,52.452238000000001,-9.838933000000001,40000.000000000000000,100000000.000000000000000
R,73,R73,52.465961999999998,-8.367886000000000,40000.000000000000000,100000000.000000000000000
S,73,S73,52.461387000000002,-6.896442000000000,40000.000000000000000,100000000.000000000000000
V,73,V73,51.553877000000000,-9.802470000000000,40000.000000000000000,100000000.000000000000000
F,74,F74,54.338290000000001,-9.922110000000000,40000.000000000000000,100000000.000000000000000
G,74,G74,54.352984999999997,-8.384537000000000,40000.000000000000000,100000000.000000000000000
H,74,H74,54.348084999999998,-6.846504000000000,40000.000000000000000,100000000.000000000000000
L,74,L74,53.440255999999998,-9.881330000000000,40000.000000000000000,100000000.000000000000000
M,74,M74,53.454478000000002,-8.376372999999999,40000.000000000000000,100000000.000000000000000
N,74,N74,53.449736000000001,-6.870988000000000,40000.000000000000000,100000000.000000000000000
Q,74,Q74,52.542065999999998,-9.842686000000000,40000.000000000000000,100000000.000000000000000
R,74,R74,52.555833999999997,-8.368637000000000,40000.000000000000000,100000000.000000000000000
S,74,S74,52.551243999999997,-6.894189000000000,40000.000000000000000,100000000.000000000000000
V,74,V74,51.643720000000002,-9.806031000000001,40000.000000000000000,100000000.000000000000000
W,74,W74,51.657052999999998,-8.361299000000001,40000.000000000000000,100000000.000000000000000
G,75,G75,54.442827999999999,-8.385377999999999,40000.000000000000000,100000000.000000000000000
H,75,H75,54.437913000000002,-6.843981000000000,40000.000000000000000,100000000.000000000000000
L,75,L75,53.530065999999998,-9.885308999999999,40000.000000000000000,100000000.000000000000000
M,75,M75,53.544333999999999,-8.377170000000000,40000.000000000000000,100000000.000000000000000
N,75,N75,53.539577000000001,-6.868599000000000,40000.000000000000000,100000000.000000000000000
Q,75,Q75,52.631892000000001,-9.846458999999999,40000.000000000000000,100000000.000000000000000
R,75,R75,52.645705000000000,-8.369391999999999,40000.000000000000000,100000000.000000000000000
S,75,S75,52.641098999999997,-6.891924000000000,40000.000000000000000,100000000.000000000000000
V,75,V75,51.733561999999999,-9.809611000000000,40000.000000000000000,100000000.000000000000000
W,75,W75,51.746937000000003,-8.362016000000001,40000.000000000000000,100000000.000000000000000
G,76,G76,54.532670000000003,-8.386224000000000,40000.000000000000000,100000000.000000000000000
H,76,H76,54.527737999999999,-6.841445000000000,40000.000000000000000,100000000.000000000000000
L,76,L76,53.619875000000000,-9.889310000000000,40000.000000000000000,100000000.000000000000000
M,76,M76,53.634189999999997,-8.377969999999999,40000.000000000000000,100000000.000000000000000
N,76,N76,53.629416999999997,-6.866197000000000,40000.000000000000000,100000000.000000000000000
R,76,R76,52.735574000000000,-8.370151000000000,40000.000000000000000,100000000.000000000000000
S,76,S76,52.730953999999997,-6.889647000000000,40000.000000000000000,100000000.000000000000000
V,76,V76,51.823402000000002,-9.813210000000000,40000.000000000000000,100000000.000000000000000
W,76,W76,51.836820000000003,-8.362736000000000,40000.000000000000000,100000000.000000000000000
G,77,G77,54.622511000000003,-8.387074999999999,40000.000000000000000,100000000.000000000000000
H,77,H77,54.617562000000000,-6.838894000000000,40000.000000000000000,100000000.000000000000000
L,77,L77,53.709682000000001,-9.893333000000000,40000.000000000000000,100000000.000000000000000
M,77,M77,53.724043999999999,-8.378776000000000,40000.000000000000000,100000000.000000000000000
N,77,N77,53.719256000000001,-6.863782000000000,40000.000000000000000,100000000.000000000000000
R,77,R77,52.825442000000002,-8.370914000000001,40000.000000000000000,100000000.000000000000000
S,77,S77,52.820805999999997,-6.887358000000000,40000.000000000000000,100000000.000000000000000
V,77,V77,51.913240000000002,-9.816827000000000,40000.000000000000000,100000000.000000000000000
W,77,W77,51.926701999999999,-8.363460000000000,40000.000000000000000,100000000.000000000000000
G,78,G78,54.712350000000001,-8.387930000000001,40000.000000000000000,100000000.000000000000000
H,78,H78,54.707385000000002,-6.836329000000000,40000.000000000000000,100000000.000000000000000
L,78,L78,53.799487999999997,-9.897377000000001,40000.000000000000000,100000000.000000000000000
M,78,M78,53.813896999999997,-8.379585000000001,40000.000000000000000,100000000.000000000000000
N,78,N78,53.809092999999997,-6.861354000000000,40000.000000000000000,100000000.000000000000000
R,78,R78,52.915308000000003,-8.371682000000000,40000.000000000000000,100000000.000000000000000
S,78,S78,52.910657999999998,-6.885057000000000,40000.000000000000000,100000000.000000000000000
V,78,V78,52.003076999999998,-9.820463000000000,40000.000000000000000,100000000.000000000000000
W,78,W78,52.016582000000000,-8.364188000000000,40000.000000000000000,100000000.000000000000000
G,79,G79,54.802188000000001,-8.388790000000000,40000.000000000000000,100000000.000000000000000
H,79,H79,54.797207000000000,-6.833750000000000,40000.000000000000000,100000000.000000000000000
L,79,L79,53.889291999999998,-9.901443000000000,40000.000000000000000,100000000.000000000000000
M,79,M79,53.903748000000000,-8.380399000000001,40000.000000000000000,100000000.000000000000000
N,79,N79,53.898927999999998,-6.858912000000000,40000.000000000000000,100000000.000000000000000
R,79,R79,53.005172999999999,-8.372453000000000,40000.000000000000000,100000000.000000000000000
S,79,S79,53.000508000000004,-6.882743000000000,40000.000000000000000,100000000.000000000000000
V,79,V79,52.092913000000003,-9.824119000000000,40000.000000000000000,100000000.000000000000000
W,79,W79,52.106461000000003,-8.364920000000000,40000.000000000000000,100000000.000000000000000
X,79,X79,52.101944000000003,-6.905337000000000,40000.000000000000000,100000000.000000000000000
B,80,B80,54.892423999999998,-8.233795000000001,40000.000000000000000,100000000.000000000000000
C,80,C80,54.885427999999997,-6.675355000000000,40000.000000000000000,100000000.000000000000000
F,80,F80,53.981414999999998,-9.753171000000000,40000.000000000000000,100000000.000000000000000
G,80,G80,53.993985000000002,-8.228733000000000,40000.000000000000000,100000000.000000000000000
H,80,H80,53.987215999999997,-6.704026000000000,40000.000000000000000,100000000.000000000000000
L,80,L80,53.083244000000001,-9.716450999999999,40000.000000000000000,100000000.000000000000000
M,80,M80,53.095410999999999,-8.223939000000000,40000.000000000000000,100000000.000000000000000
N,80,N80,53.088858999999999,-6.731178000000000,40000.000000000000000,100000000.000000000000000
Q,80,Q80,52.184919999999998,-9.681641000000001,40000.000000000000000,100000000.000000000000000
R,80,R80,52.196700999999997,-8.219395000000000,40000.000000000000000,100000000.000000000000000
S,80,S80,52.190356999999999,-6.756916000000000,40000.000000000000000,100000000.000000000000000
B,81,B81,54.982261000000001,-8.234316000000000,40000.000000000000000,100000000.000000000000000
C,81,C81,54.975240999999997,-6.672400000000000,40000.000000000000000,100000000.000000000000000
F,81,F81,54.071223000000003,-9.756954000000000,40000.000000000000000,100000000.000000000000000
G,81,G81,54.083835000000001,-8.229226000000001,40000.000000000000000,100000000.000000000000000
H,81,H81,54.077043000000003,-6.701229000000000,40000.000000000000000,100000000.000000000000000
L,81,L81,53.173068000000001,-9.720034999999999,40000.000000000000000,100000000.000000000000000
M,81,M81,53.185274999999997,-8.224406999999999,40000.000000000000000,100000000.000000000000000
N,81,N81,53.178700999999997,-6.728528000000000,40000.000000000000000,100000000.000000000000000
Q,81,Q81,52.274760000000001,-9.685040000000001,40000.000000000000000,100000000.000000000000000
R,81,R81,52.286577999999999,-8.219837999999999,40000.000000000000000,100000000.000000000000000
S,81,S81,52.280214000000001,-6.754403000000000,40000.000000000000000,100000000.000000000000000
B,82,B82,55.072096000000002,-8.234840999999999,40000.000000000000000,100000000.000000000000000
C,82,C82,55.065052999999999,-6.669428000000000,40000.000000000000000,100000000.000000000000000
F,82,F82,54.161031000000001,-9.760757000000000,40000.000000000000000,100000000.000000000000000
G,82,G82,54.173684000000002,-8.229723000000000,40000.000000000000000,100000000.000000000000000
H,82,H82,54.166870000000003,-6.698417000000000,40000.000000000000000,100000000.000000000000000
L,82,L82,53.262889999999999,-9.723637999999999,40000.000000000000000,100000000.000000000000000
M,82,M82,53.275137000000001,-8.224876999999999,40000.000000000000000,100000000.000000000000000
N,82,N82,53.268541999999997,-6.725863000000000,40000.000000000000000,100000000.000000000000000
Q,82,Q82,52.364597000000003,-9.688457000000000,40000.000000000000000,100000000.000000000000000
R,82,R82,52.376454000000003,-8.220285000000001,40000.000000000000000,100000000.000000000000000
S,82,S82,52.370069000000001,-6.751877000000000,40000.000000000000000,100000000.000000000000000
V,82,V82,51.466152000000001,-9.655080000000000,40000.000000000000000,100000000.000000000000000
B,83,B83,55.161929999999998,-8.235369000000000,40000.000000000000000,100000000.000000000000000
C,83,C83,55.154862999999999,-6.666440000000000,40000.000000000000000,100000000.000000000000000
F,83,F83,54.250836000000000,-9.764581000000000,40000.000000000000000,100000000.000000000000000
G,83,G83,54.263531000000000,-8.230221999999999,40000.000000000000000,100000000.000000000000000
H,83,H83,54.256694000000003,-6.695589000000000,40000.000000000000000,100000000.000000000000000
L,83,L83,53.352710999999999,-9.727259999999999,40000.000000000000000,100000000.000000000000000
M,83,M83,53.364998000000000,-8.225350000000001,40000.000000000000000,100000000.000000000000000
N,83,N83,53.358381000000001,-6.723185000000000,40000.000000000000000,100000000.000000000000000
Q,83,Q83,52.454433999999999,-9.691891000000000,40000.000000000000000,100000000.000000000000000
R,83,R83,52.466327999999997,-8.220732999999999,40000.000000000000000,100000000.000000000000000
S,83,S83,52.459923000000003,-6.749337000000000,40000.000000000000000,100000000.000000000000000
V,83,V83,51.556002999999997,-9.658340000000001,40000.000000000000000,100000000.000000000000000
B,84,B84,55.251761999999999,-8.235899000000000,40000.000000000000000,100000000.000000000000000
C,84,C84,55.244672999999999,-6.663435000000000,40000.000000000000000,100000000.000000000000000
F,84,F84,54.340640000000000,-9.768426000000000,40000.000000000000000,100000000.000000000000000
G,84,G84,54.353377000000002,-8.230724000000000,40000.000000000000000,100000000.000000000000000
H,84,H84,54.346518000000003,-6.692746000000000,40000.000000000000000,100000000.000000000000000
L,84,L84,53.442531000000002,-9.730902000000000,40000.000000000000000,100000000.000000000000000
M,84,M84,53.454856999999997,-8.225825000000000,40000.000000000000000,100000000.000000000000000
N,84,N84,53.448219000000002,-6.720492000000000,40000.000000000000000,100000000.000000000000000
Q,84,Q84,52.544268000000002,-9.695344000000000,40000.000000000000000,100000000.000000000000000
R,84,R84,52.556201000000001,-8.221183999999999,40000.000000000000000,100000000.000000000000000
S,84,S84,52.549774999999997,-6.746784000000000,40000.000000000000000,100000000.000000000000000
V,84,V84,51.645853000000002,-9.661617000000000,40000.000000000000000,100000000.000000000000000
G,85,G85,54.443221000000001,-8.231229000000001,40000.000000000000000,100000000.000000000000000
H,85,H85,54.436340000000001,-6.689887000000000,40000.000000000000000,100000000.000000000000000
L,85,L85,53.532347999999999,-9.734564000000001,40000.000000000000000,100000000.000000000000000
M,85,M85,53.544714999999997,-8.226303000000000,40000.000000000000000,100000000.000000000000000
N,85,N85,53.538055000000000,-6.717785000000000,40000.000000000000000,100000000.000000000000000
Q,85,Q85,52.634101000000001,-9.698816000000001,40000.000000000000000,100000000.000000000000000
R,85,R85,52.646073000000001,-8.221636999999999,40000.000000000000000,100000000.000000000000000
S,85,S85,52.639626000000000,-6.744217000000000,40000.000000000000000,100000000.000000000000000
V,85,V85,51.735700999999999,-9.664911000000000,40000.000000000000000,100000000.000000000000000
W,85,W85,51.747293999999997,-8.217211000000001,40000.000000000000000,100000000.000000000000000
G,86,G86,54.533065000000001,-8.231736000000000,40000.000000000000000,100000000.000000000000000
H,86,H86,54.526159999999997,-6.687013000000000,40000.000000000000000,100000000.000000000000000
L,86,L86,53.622165000000003,-9.738244999999999,40000.000000000000000,100000000.000000000000000
M,86,M86,53.634571999999999,-8.226784000000000,40000.000000000000000,100000000.000000000000000
N,86,N86,53.627890000000001,-6.715063000000000,40000.000000000000000,100000000.000000000000000
Q,86,Q86,52.723933000000002,-9.702305000000001,40000.000000000000000,100000000.000000000000000
R,86,R86,52.735942999999999,-8.222092000000000,40000.000000000000000,100000000.000000000000000
S,86,S86,52.729475000000001,-6.741637000000000,40000.000000000000000,100000000.000000000000000
V,86,V86,51.825547999999998,-9.668222000000000,40000.000000000000000,100000000.000000000000000
W,86,W86,51.837178000000002,-8.217643000000001,40000.000000000000000,100000000.000000000000000
G,87,G87,54.622906999999998,-8.232246999999999,40000.000000000000000,100000000.000000000000000
H,87,H87,54.615979000000003,-6.684123000000000,40000.000000000000000,100000000.000000000000000
L,87,L87,53.711978999999999,-9.741946000000000,40000.000000000000000,100000000.000000000000000
M,87,M87,53.724426999999999,-8.227266999999999,40000.000000000000000,100000000.000000000000000
N,87,N87,53.717723999999997,-6.712326000000000,40000.000000000000000,100000000.000000000000000
R,87,R87,52.825811999999999,-8.222550000000000,40000.000000000000000,100000000.000000000000000
S,87,S87,52.819322999999997,-6.739043000000000,40000.000000000000000,100000000.000000000000000
V,87,V87,51.915393999999999,-9.671550999999999,40000.000000000000000,100000000.000000000000000
W,87,W87,51.927061000000002,-8.218078000000000,40000.000000000000000,100000000.000000000000000
G,88,G88,54.712747000000000,-8.232760000000001,40000.000000000000000,100000000.000000000000000
H,88,H88,54.705796999999997,-6.681216000000000,40000.000000000000000,100000000.000000000000000
L,88,L88,53.801793000000004,-9.745668000000000,40000.000000000000000,100000000.000000000000000
M,88,M88,53.814281000000001,-8.227753000000000,40000.000000000000000,100000000.000000000000000
N,88,N88,53.807555999999998,-6.709574000000000,40000.000000000000000,100000000.000000000000000
R,88,R88,52.915680000000002,-8.223011000000000,40000.000000000000000,100000000.000000000000000
S,88,S88,52.909170000000003,-6.736435000000000,40000.000000000000000,100000000.000000000000000
V,88,V88,52.005237000000001,-9.674897000000000,40000.000000000000000,100000000.000000000000000
W,88,W88,52.016942000000000,-8.218514000000001,40000.000000000000000,100000000.000000000000000
G,89,G89,54.802585999999998,-8.233276000000000,40000.000000000000000,100000000.000000000000000
H,89,H89,54.795613000000003,-6.678294000000000,40000.000000000000000,100000000.000000000000000
L,89,L89,53.891604000000001,-9.749409000000000,40000.000000000000000,100000000.000000000000000
M,89,M89,53.904133999999999,-8.228241000000001,40000.000000000000000,100000000.000000000000000
N,89,N89,53.897385999999997,-6.706808000000000,40000.000000000000000,100000000.000000000000000
R,89,R89,53.005546000000002,-8.223474000000000,40000.000000000000000,100000000.000000000000000
S,89,S89,52.999015000000000,-6.733813000000000,40000.000000000000000,100000000.000000000000000
V,89,V89,52.095080000000003,-9.678260000000000,40000.000000000000000,100000000.000000000000000
W,89,W89,52.106822000000001,-8.218953000000001,40000.000000000000000,100000000.000000000000000
B,90,B90,54.892623999999998,-8.077932000000001,40000.000000000000000,100000000.000000000000000
C,90,C90,54.883628999999999,-6.519569000000000,40000.000000000000000,100000000.000000000000000
F,90,F90,53.983541000000002,-9.600790000000000,40000.000000000000000,100000000.000000000000000
G,90,G90,53.994179000000003,-8.076244000000001,40000.000000000000000,100000000.000000000000000
H,90,H90,53.985475000000001,-6.551609000000000,40000.000000000000000,100000000.000000000000000
L,90,L90,53.085303000000003,-9.567258000000001,40000.000000000000000,100000000.000000000000000
M,90,M90,53.095598000000003,-8.074647000000001,40000.000000000000000,100000000.000000000000000
N,90,N90,53.087173999999997,-6.581952000000000,40000.000000000000000,100000000.000000000000000
