observation_id,Site,X1km_square,bog,broadleaf,built,conifer,dwarf,rough,river,people_km2,grassland,lat,long,year,bait,Day_1,Day_2,Day_3,Day_4,Day_5,Day_6,Day_7,Day_8,Day_9,Day_10,Day_11,Day_12,Day_13,Day_14,BUFF_DIST,ORIG_FID,Shape_Length,Shape_Area,sum_SHAPE_Area,sum_Area_SQUAREKILOMETERS,Polygon_Count,Join_ID,OBJECTID,Join_ID_1,Code_18,sum_SHAPE_Area_1,sum_Area_SQUAREKILOMETERS_1,Polygon_Count_1,PercentArea
1,Aberdelghy Golf Course,J 2866,0.000000000000000,0.043983000000000,0.141624000000000,0.048968000000000,0.034535000000000,0.079661000000000,3749.843682000000172,27.049900000000001,0.725600000000000,54.526199679999998,-6.023733614000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,1,0.039043769412531,0.000108945585218,0.000217891170437,0.785191169966428,2,1,1,1,112,0.000108945585218,0.330023847036842,1,42.031018773755022
1,Aberdelghy Golf Course,J 2866,0.000000000000000,0.043983000000000,0.141624000000000,0.048968000000000,0.034535000000000,0.079661000000000,3749.843682000000172,27.049900000000001,0.725600000000000,54.526199679999998,-6.023733614000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,1,0.039043769412531,0.000108945585218,0.000217891170437,0.785191169966428,2,1,2,1,242,0.000108945585218,0.455167322929586,1,57.968981535802740
2,Aghadulla,H 3667,0.000000000000000,0.084209000000000,0.009177000000000,0.140050000000000,0.000000000000000,0.265130000000000,4754.587113999999929,26.532699999999998,0.766565000000000,54.550057860000003,-7.444421272000000,1,sunflower and peanuts,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,0.500000000000000,2,0.039059514659093,0.000109008718868,0.000436034875471,0.785191183276195,4,2,3,2,231,0.000109008718868,0.505610876456287,1,64.393345969612525
2,Aghadulla,H 3667,0.000000000000000,0.084209000000000,0.009177000000000,0.140050000000000,0.000000000000000,0.265130000000000,4754.587113999999929,26.532699999999998,0.766565000000000,54.550057860000003,-7.444421272000000,1,sunflower and peanuts,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,0.500000000000000,2,0.039059514659093,0.000109008718868,0.000436034875471,0.785191183276195,4,2,4,2,243,0.000109008718868,0.076682922360136,1,9.766146614775352
2,Aghadulla,H 3667,0.000000000000000,0.084209000000000,0.009177000000000,0.140050000000000,0.000000000000000,0.265130000000000,4754.587113999999929,26.532699999999998,0.766565000000000,54.550057860000003,-7.444421272000000,1,sunflower and peanuts,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,0.500000000000000,2,0.039059514659093,0.000109008718868,0.000436034875471,0.785191183276195,4,2,5,2,313,0.000109008718868,0.145363499954434,1,18.513134467211000
2,Aghadulla,H 3667,0.000000000000000,0.084209000000000,0.009177000000000,0.140050000000000,0.000000000000000,0.265130000000000,4754.587113999999929,26.532699999999998,0.766565000000000,54.550057860000003,-7.444421272000000,1,sunflower and peanuts,0,0,0,0,1,1,1,0,0,NA,NA,NA,NA,NA,0.500000000000000,2,0.039059514659093,0.000109008718868,0.000436034875471,0.785191183276195,4,2,6,2,324,0.000109008718868,0.057533884505337,1,7.327372693985554
3,Aghagrefin,H 1866,0.000000000000000,0.021764000000000,0.010023000000000,0.538065000000000,0.000000000000000,0.095541000000000,1523.491252999999915,82.968148999999997,0.430149000000000,54.542033170000003,-7.722640076000000,1,sunflower and peanuts,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.500000000000000,3,0.039054215952717,0.000108987472798,0.000217974945596,0.785191174369161,2,3,7,3,231,0.000108987472798,0.693391751265011,1,88.308653247311469
3,Aghagrefin,H 1866,0.000000000000000,0.021764000000000,0.010023000000000,0.538065000000000,0.000000000000000,0.095541000000000,1523.491252999999915,82.968148999999997,0.430149000000000,54.542033170000003,-7.722640076000000,1,sunflower and peanuts,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.500000000000000,3,0.039054215952717,0.000108987472798,0.000217974945596,0.785191174369161,2,3,8,3,312,0.000108987472798,0.091799423104150,1,11.691346786889078
4,Aghamakane wood,J 0223,0.000000000000000,0.000888000000000,0.000000000000000,0.189591000000000,0.437964000000000,0.214992000000000,1500.129955000000109,12.888199999999999,0.367895000000000,54.145949170000002,-6.439821390000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,4,0.038796116921998,0.000107951805439,0.000215903610877,0.785191178307411,2,4,9,4,231,0.000107951805439,0.629022308012871,1,80.110720488703137
4,Aghamakane wood,J 0223,0.000000000000000,0.000888000000000,0.000000000000000,0.189591000000000,0.437964000000000,0.214992000000000,1500.129955000000109,12.888199999999999,0.367895000000000,54.145949170000002,-6.439821390000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,4,0.038796116921998,0.000107951805439,0.000215903610877,0.785191178307411,2,4,10,4,322,0.000107951805439,0.156168870294541,1,19.889279851973853
5,Aghavoory,H 4545,0.023991000000000,0.282557000000000,0.000000000000000,0.144764000000000,0.008557000000000,0.124567000000000,531.376226999999972,21.494599999999998,0.535856000000000,54.351720149999998,-7.308689007000000,1,sunflower and peanuts,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,5,0.038929368635874,0.000108486703648,0.000325460110945,0.785191166875404,3,5,11,5,231,0.000108486703648,0.303584901581152,1,38.663820082033112
5,Aghavoory,H 4545,0.023991000000000,0.282557000000000,0.000000000000000,0.144764000000000,0.008557000000000,0.124567000000000,531.376226999999972,21.494599999999998,0.535856000000000,54.351720149999998,-7.308689007000000,1,sunflower and peanuts,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,5,0.038929368635874,0.000108486703648,0.000325460110945,0.785191166875404,3,5,12,5,322,0.000108486703648,0.418464630719148,1,53.294617448208712
5,Aghavoory,H 4545,0.023991000000000,0.282557000000000,0.000000000000000,0.144764000000000,0.008557000000000,0.124567000000000,531.376226999999972,21.494599999999998,0.535856000000000,54.351720149999998,-7.308689007000000,1,sunflower and peanuts,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,5,0.038929368635874,0.000108486703648,0.000325460110945,0.785191166875404,3,5,13,5,324,0.000108486703648,0.063141634575104,1,8.041561968933118
6,Alderwood,H 4745,0.000000000000000,0.097032000000000,0.000000000000000,0.542961000000000,0.005026000000000,0.188077000000000,4207.544557000000168,1464.209290999999894,0.354981000000000,54.351539979999998,-7.277933571000000,1,sunflower and peanuts,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0.500000000000000,6,0.038929251511695,0.000108486233170,0.000325458699511,0.785191171484023,3,6,14,6,231,0.000108486233170,0.027751983772398,1,3.534423792811382
6,Alderwood,H 4745,0.000000000000000,0.097032000000000,0.000000000000000,0.542961000000000,0.005026000000000,0.188077000000000,4207.544557000000168,1464.209290999999894,0.354981000000000,54.351539979999998,-7.277933571000000,1,sunflower and peanuts,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0.500000000000000,6,0.038929251511695,0.000108486233170,0.000325458699511,0.785191171484023,3,6,15,6,312,0.000108486233170,0.721439177829151,1,91.880703595746567
6,Alderwood,H 4745,0.000000000000000,0.097032000000000,0.000000000000000,0.542961000000000,0.005026000000000,0.188077000000000,4207.544557000000168,1464.209290999999894,0.354981000000000,54.351539979999998,-7.277933571000000,1,sunflower and peanuts,1,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,0.500000000000000,6,0.038929251511695,0.000108486233170,0.000325458699511,0.785191171484023,3,6,16,6,324,0.000108486233170,0.036000009882474,1,4.584871932528879
7,Altmore,H 6667,0.119289000000000,0.055898000000000,0.000000000000000,0.441244000000000,0.126081000000000,0.206748000000000,1696.183387000000039,45.169100000000000,0.250725000000000,54.547039720000001,-6.980878805000000,1,sunflower and peanuts,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,0.500000000000000,7,0.039057521452414,0.000109000726503,0.000327002179508,0.785191179968676,3,7,17,7,312,0.000109000726503,0.657683147154074,1,83.760893533966097
7,Altmore,H 6667,0.119289000000000,0.055898000000000,0.000000000000000,0.441244000000000,0.126081000000000,0.206748000000000,1696.183387000000039,45.169100000000000,0.250725000000000,54.547039720000001,-6.980878805000000,1,sunflower and peanuts,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,0.500000000000000,7,0.039057521452414,0.000109000726503,0.000327002179508,0.785191179968676,3,7,18,7,324,0.000109000726503,0.047097854898654,1,5.998265923210886
7,Altmore,H 6667,0.119289000000000,0.055898000000000,0.000000000000000,0.441244000000000,0.126081000000000,0.206748000000000,1696.183387000000039,45.169100000000000,0.250725000000000,54.547039720000001,-6.980878805000000,1,sunflower and peanuts,0,0,0,0,0,0,1,0,0,1,NA,NA,NA,NA,0.500000000000000,7,0.039057521452414,0.000109000726503,0.000327002179508,0.785191179968676,3,7,19,7,412,0.000109000726503,0.080410177915948,1,10.240840715790952
8,Altnarichard 1,D 1129,0.784957000000000,0.000000000000000,0.000000000000000,0.030215000000000,0.162536000000000,0.000000000000000,3232.228130999999848,19.453751000000000,0.022292000000000,55.095863420000001,-6.262040557000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,8,0.039426557721626,0.000110478741406,0.000220957482811,0.785191170686980,2,8,20,8,312,0.000110478741406,0.195384088499569,1,24.883632751725081
8,Altnarichard 1,D 1129,0.784957000000000,0.000000000000000,0.000000000000000,0.030215000000000,0.162536000000000,0.000000000000000,3232.228130999999848,19.453751000000000,0.022292000000000,55.095863420000001,-6.262040557000000,1,sunflower and peanuts,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0.500000000000000,8,0.039426557721626,0.000110478741406,0.000220957482811,0.785191170686980,2,8,21,8,324,0.000110478741406,0.589807082187411,1,75.116366640830108
9,Annagarrif/peatlands,H 9061,0.199923000000000,0.419401000000000,0.021037000000000,0.012632000000000,0.008228000000000,0.078977000000000,0.000000000000000,1710.549841000000015,0.326115000000000,54.489463360000002,-6.611951449000000,1,sunflower and peanuts,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.500000000000000,9,0.039019573665335,0.000108848557844,0.000326545673532,0.785191162455418,3,9,22,9,231,0.000108848557844,0.025676866989731,1,3.270142127086895
9,Annagarrif/peatlands,H 9061,0.199923000000000,0.419401000000000,0.021037000000000,0.012632000000000,0.008228000000000,0.078977000000000,0.000000000000000,1710.549841000000015,0.326115000000000,54.489463360000002,-6.611951449000000,1,sunflower and peanuts,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0.500000000000000,9,0.039019573665335,0.000108848557844,0.000326545673532,0.785191162455418,3,9,23,9,312,0.000108848557844,0.197681395570963,1,25.176212489493725
